creative,uid,length,music0_mturk,music1_mturk,music2_mturk,music3_mturk,music4_mturk,music1_pred,music2_pred,music3_pred,music4_pred
PRES/OBAMA BLATANT,sWTPRrMW6Dk,30,0,1,1,0,1,0,1,0,1
PRES/OBAMA BLATANT,sWTPRrMW6Dk,30,0,0,1,0,0,0,1,0,1
PRES/OBAMA BLATANT,sWTPRrMW6Dk,30,0,1,0,0,1,0,1,0,1
PRES/OBAMA BLATANT,sWTPRrMW6Dk,30,0,1,1,0,1,0,1,0,1
PRES/OBAMA BRIAN FROM OHIO,rgjTYFE2aYc,30,0,0,1,0,0,0,1,0,0
PRES/OBAMA BRIAN FROM OHIO,rgjTYFE2aYc,30,0,1,1,0,1,0,1,0,0
PRES/OBAMA BRIAN FROM OHIO,rgjTYFE2aYc,30,0,0,1,1,1,0,1,0,0
PRES/OBAMA BRIAN FROM OHIO,rgjTYFE2aYc,30,0,0,1,0,0,0,1,0,0
PRES/OBAMA BRIAN FROM OHIO,rgjTYFE2aYc,30,0,0,1,0,0,0,1,0,0
PRES/OBAMA CARE,dzMHhFOdXCc,30,0,0,0,1,1,1,1,0,1
PRES/OBAMA CARE,dzMHhFOdXCc,30,0,0,0,1,1,1,1,0,1
PRES/OBAMA CARE,dzMHhFOdXCc,30,0,0,0,1,1,1,1,0,1
PRES/OBAMA CARE,dzMHhFOdXCc,30,0,0,0,1,1,1,1,0,1
PRES/OBAMA CARE,dzMHhFOdXCc,30,0,0,0,1,1,1,1,0,1
PRES/OBAMA FRIEND OF COAL,TXudE_NKe00,30,0,1,0,0,1,0,0,1,1
PRES/OBAMA FRIEND OF COAL,TXudE_NKe00,30,0,0,0,1,1,0,0,1,1
PRES/OBAMA FRIEND OF COAL,TXudE_NKe00,30,0,1,0,0,1,0,0,1,1
PRES/OBAMA FRIEND OF COAL,TXudE_NKe00,30,0,1,0,1,1,0,0,1,1
PRES/OBAMA FRIEND OF COAL,TXudE_NKe00,30,0,0,0,1,1,0,0,1,1
PRES/OBAMA GOTTA VOTE,iCdxmcislNk,30,0,0,1,0,0,0,1,0,0
PRES/OBAMA GOTTA VOTE,iCdxmcislNk,30,0,0,1,0,0,0,1,0,0
PRES/OBAMA GOTTA VOTE,iCdxmcislNk,30,0,0,1,0,0,0,1,0,0
PRES/OBAMA GOTTA VOTE,iCdxmcislNk,30,0,0,1,0,0,0,1,0,0
PRES/OBAMA GOTTA VOTE,iCdxmcislNk,30,0,0,1,0,0,0,1,0,0
PRES/OBAMA HE'S GOT IT RIGHT,trPn8sNOvYA,30,0,0,1,0,0,0,1,1,0
PRES/OBAMA HE'S GOT IT RIGHT,trPn8sNOvYA,30,0,1,0,0,1,0,1,1,0
PRES/OBAMA HE'S GOT IT RIGHT,trPn8sNOvYA,30,0,1,1,0,1,0,1,1,0
PRES/OBAMA HE'S GOT IT RIGHT,trPn8sNOvYA,30,0,0,1,0,0,0,1,1,0
PRES/OBAMA HE'S GOT IT RIGHT,trPn8sNOvYA,30,0,0,1,0,0,0,1,1,0
PRES/OBAMA LOOKING,GYZjd8T2i_4,30,0,0,0,1,1,1,0,1,1
PRES/OBAMA LOOKING,GYZjd8T2i_4,30,0,0,0,1,1,1,0,1,1
PRES/OBAMA LOOKING,GYZjd8T2i_4,30,0,1,0,0,1,1,0,1,1
PRES/OBAMA LOOKING,GYZjd8T2i_4,30,0,0,0,1,1,1,0,1,1
PRES/OBAMA LOOKING,GYZjd8T2i_4,30,0,0,0,1,1,1,0,1,1
PRES/OBAMA MADE IN OHIO,Mgiuq2uR6LA,30,0,0,0,1,1,0,0,1,1
PRES/OBAMA MADE IN OHIO,Mgiuq2uR6LA,30,0,0,0,1,1,0,0,1,1
PRES/OBAMA MADE IN OHIO,Mgiuq2uR6LA,30,0,0,0,1,1,0,0,1,1
PRES/OBAMA MADE IN OHIO,Mgiuq2uR6LA,30,0,1,0,1,1,0,0,1,1
PRES/OBAMA MADE IN OHIO,Mgiuq2uR6LA,30,0,0,0,1,1,0,0,1,1
PRES/OBAMA OUR VOICE,IaVBx989jSI,30,0,0,0,1,1,0,1,1,0
PRES/OBAMA OUR VOICE,IaVBx989jSI,30,0,0,0,1,1,0,1,1,0
PRES/OBAMA OUR VOICE,IaVBx989jSI,30,0,0,1,0,0,0,1,1,0
PRES/OBAMA OUR VOICE,IaVBx989jSI,30,0,0,0,1,1,0,1,1,0
PRES/OBAMA OUR VOICE,IaVBx989jSI,30,0,0,0,1,1,0,1,1,0
PRES/OBAMA SACRED TRUST,nO7jeIOh4F0,30,0,0,1,0,0,0,1,1,0
PRES/OBAMA SACRED TRUST,nO7jeIOh4F0,30,0,0,0,1,1,0,1,1,0
PRES/OBAMA SACRED TRUST,nO7jeIOh4F0,30,0,0,1,0,0,0,1,1,0
PRES/OBAMA SACRED TRUST,nO7jeIOh4F0,30,0,0,1,0,0,0,1,1,0
PRES/OBAMA SACRED TRUST,nO7jeIOh4F0,30,0,0,1,0,0,0,1,1,0
PRES/OBAMA THE QUESTION 60,YiVe_7kTTdQ,60,0,1,1,0,1,0,1,1,1
PRES/OBAMA THE QUESTION 60,YiVe_7kTTdQ,60,0,0,1,0,0,0,1,1,1
PRES/OBAMA THE QUESTION 60,YiVe_7kTTdQ,60,0,1,1,0,1,0,1,1,1
PRES/OBAMA THE QUESTION 60,YiVe_7kTTdQ,60,0,0,1,0,0,0,1,1,1
PRES/OBAMA THE QUESTION 60,YiVe_7kTTdQ,60,0,1,0,0,1,0,1,1,1
PRES/RNC&ROMNEY DREAM,pf7Cxj5BZw8,30,0,0,0,1,1,0,1,1,0
PRES/RNC&ROMNEY DREAM,pf7Cxj5BZw8,30,0,0,0,1,1,0,1,1,0
PRES/RNC&ROMNEY DREAM,pf7Cxj5BZw8,30,0,0,0,1,1,0,1,1,0
PRES/RNC&ROMNEY DREAM,pf7Cxj5BZw8,30,1,0,0,0,0,0,1,1,0
PRES/RNC&ROMNEY DREAM,pf7Cxj5BZw8,30,0,0,0,1,1,0,1,1,0
PRES/RNC&ROMNEY RAISE TAXES,SJa7pX-HoLw,30,0,1,0,0,1,0,0,1,1
PRES/RNC&ROMNEY RAISE TAXES,SJa7pX-HoLw,30,0,0,0,1,1,0,0,1,1
PRES/RNC&ROMNEY RAISE TAXES,SJa7pX-HoLw,30,0,1,0,0,1,0,0,1,1
PRES/RNC&ROMNEY RAISE TAXES,SJa7pX-HoLw,30,0,1,0,0,1,0,0,1,1
PRES/RNC&ROMNEY RAISE TAXES,SJa7pX-HoLw,30,0,1,0,0,1,0,0,1,1
PRES/RNC&ROMNEY WORK FOR WELFARE,j79YA1rRiWM,30,0,1,0,0,1,0,1,1,0
PRES/RNC&ROMNEY WORK FOR WELFARE,j79YA1rRiWM,30,0,0,1,0,0,0,1,1,0
PRES/RNC&ROMNEY WORK FOR WELFARE,j79YA1rRiWM,30,1,0,0,0,0,0,1,1,0
PRES/RNC&ROMNEY WORK FOR WELFARE,j79YA1rRiWM,30,0,1,1,0,1,0,1,1,0
PRES/RNC&ROMNEY WORK FOR WELFARE,j79YA1rRiWM,30,0,1,1,0,1,0,1,1,0
PRES/ROMNEY A BETTER DAY,yR6JM6eUOvw,30,0,0,1,0,0,1,1,0,1
PRES/ROMNEY A BETTER DAY,yR6JM6eUOvw,30,0,0,1,0,0,1,1,0,1
PRES/ROMNEY A BETTER DAY,yR6JM6eUOvw,30,0,0,1,0,0,1,1,0,1
PRES/ROMNEY A BETTER DAY,yR6JM6eUOvw,30,0,1,0,0,1,1,1,0,1
PRES/ROMNEY A BETTER DAY,yR6JM6eUOvw,30,0,0,1,0,0,1,1,0,1
PRES/ROMNEY A BETTER FUTURE NC DEFENSE,n1Z6AH7g7YI,30,0,1,0,0,1,1,1,0,1
PRES/ROMNEY A BETTER FUTURE NC DEFENSE,n1Z6AH7g7YI,30,0,1,1,0,1,1,1,0,1
PRES/ROMNEY A BETTER FUTURE NC DEFENSE,n1Z6AH7g7YI,30,0,1,1,0,1,1,1,0,1
PRES/ROMNEY A BETTER FUTURE NC DEFENSE,n1Z6AH7g7YI,30,1,0,0,0,0,1,1,0,1
PRES/ROMNEY A BETTER FUTURE NC DEFENSE,n1Z6AH7g7YI,30,0,1,0,0,1,1,1,0,1
PRES/ROMNEY A BETTER FUTURE NV,ylD85L7G-hE,30,0,1,0,1,1,1,1,1,1
PRES/ROMNEY A BETTER FUTURE NV,ylD85L7G-hE,30,0,1,1,0,1,1,1,1,1
PRES/ROMNEY A BETTER FUTURE NV,ylD85L7G-hE,30,0,0,1,0,0,1,1,1,1
PRES/ROMNEY A BETTER FUTURE NV,ylD85L7G-hE,30,0,1,1,0,1,1,1,1,1
PRES/ROMNEY A BETTER FUTURE NV,ylD85L7G-hE,30,0,1,1,0,1,1,1,1,1
PRES/ROMNEY A BETTER FUTURE OH MANUFACTURING,IekshRWVY2s,30,0,1,0,1,1,1,1,0,1
PRES/ROMNEY A BETTER FUTURE OH MANUFACTURING,IekshRWVY2s,30,0,1,1,0,1,1,1,0,1
PRES/ROMNEY A BETTER FUTURE OH MANUFACTURING,IekshRWVY2s,30,0,1,1,0,1,1,1,0,1
PRES/ROMNEY A BETTER FUTURE OH MANUFACTURING,IekshRWVY2s,30,0,1,1,0,1,1,1,0,1
PRES/ROMNEY A BETTER FUTURE OH MANUFACTURING,IekshRWVY2s,30,0,1,1,0,1,1,1,0,1
PRES/ROMNEY FIRST 100 DAYS NC,kLLSXlJg7LA,30,0,0,1,0,0,0,0,0,1
PRES/ROMNEY FIRST 100 DAYS NC,kLLSXlJg7LA,30,0,0,1,0,0,0,0,0,1
PRES/ROMNEY FIRST 100 DAYS NC,kLLSXlJg7LA,30,0,0,1,0,0,0,0,0,1
PRES/ROMNEY FIRST 100 DAYS NC,kLLSXlJg7LA,30,0,0,1,0,0,0,0,0,1
PRES/ROMNEY FIRST 100 DAYS NC,kLLSXlJg7LA,30,0,0,1,0,0,0,0,0,1
PRES/ROMNEY IT'S JUST NOT GETTING BETTER,gt_d9WKMKZc,30,0,1,1,0,1,1,0,0,1
PRES/ROMNEY IT'S JUST NOT GETTING BETTER,gt_d9WKMKZc,30,1,0,0,0,0,1,0,0,1
PRES/ROMNEY IT'S JUST NOT GETTING BETTER,gt_d9WKMKZc,30,0,1,0,0,1,1,0,0,1
PRES/ROMNEY IT'S JUST NOT GETTING BETTER,gt_d9WKMKZc,30,0,0,1,1,1,1,0,0,1
PRES/ROMNEY IT'S JUST NOT GETTING BETTER,gt_d9WKMKZc,30,0,1,0,0,1,1,0,0,1
PRES/ROMNEY PAID IN,l4gPvToKTWU,30,0,1,0,0,1,0,1,1,1
PRES/ROMNEY PAID IN,l4gPvToKTWU,30,0,1,0,1,1,0,1,1,1
PRES/ROMNEY PAID IN,l4gPvToKTWU,30,0,1,0,0,1,0,1,1,1
PRES/ROMNEY PAID IN,l4gPvToKTWU,30,0,0,0,1,1,0,1,1,1
PRES/ROMNEY PAID IN,l4gPvToKTWU,30,0,0,0,1,1,0,1,1,1
PRES/ROMNEY WAR ON COAL,rTFTjJS4GtE,30,0,1,0,1,1,0,1,1,0
PRES/ROMNEY WAR ON COAL,rTFTjJS4GtE,30,0,0,0,1,1,0,1,1,0
PRES/ROMNEY WAR ON COAL,rTFTjJS4GtE,30,1,0,0,0,0,0,1,1,0
PRES/ROMNEY WAR ON COAL,rTFTjJS4GtE,30,0,1,0,1,1,0,1,1,0
PRES/ROMNEY WAR ON COAL,rTFTjJS4GtE,30,0,0,0,1,1,0,1,1,0
USSEN/AK BEGICH BELLA,Axwxi7p9ov0,30,0,0,1,0,0,0,1,1,0
USSEN/AK BEGICH BELLA,Axwxi7p9ov0,30,0,0,1,0,0,0,1,1,0
USSEN/AK BEGICH BELLA,Axwxi7p9ov0,30,0,0,0,1,1,0,1,1,0
USSEN/AK BEGICH BELLA,Axwxi7p9ov0,30,0,0,1,0,0,0,1,1,0
USSEN/AK BEGICH BELLA,Axwxi7p9ov0,30,0,1,0,0,1,0,1,1,0
USSEN/AK BEGICH TOOK ON OBAMA,nbNAvbuRgE4,30,0,0,1,0,0,1,0,0,1
USSEN/AK BEGICH TOOK ON OBAMA,nbNAvbuRgE4,30,0,0,0,1,1,1,0,0,1
USSEN/AK BEGICH TOOK ON OBAMA,nbNAvbuRgE4,30,0,1,1,0,1,1,0,0,1
USSEN/AK BEGICH TOOK ON OBAMA,nbNAvbuRgE4,30,0,0,1,0,0,1,0,0,1
USSEN/AK BEGICH TOOK ON OBAMA,nbNAvbuRgE4,30,0,0,1,0,0,1,0,0,1
USSEN/AR PRYOR AGRICULTURAL DUST,fVB9VOQLhUY,30,0,0,1,0,0,0,1,0,0
USSEN/AR PRYOR AGRICULTURAL DUST,fVB9VOQLhUY,30,0,0,1,0,0,0,1,0,0
USSEN/AR PRYOR AGRICULTURAL DUST,fVB9VOQLhUY,30,0,0,1,0,0,0,1,0,0
USSEN/AR PRYOR AGRICULTURAL DUST,fVB9VOQLhUY,30,0,0,1,0,0,0,1,0,0
USSEN/AR PRYOR AGRICULTURAL DUST,fVB9VOQLhUY,30,0,0,1,0,0,0,1,0,0
USSEN/AR PRYOR DIAGNOSED,W1-n2g2e0BA,30,0,0,1,0,0,0,1,1,0
USSEN/AR PRYOR DIAGNOSED,W1-n2g2e0BA,30,0,0,1,1,1,0,1,1,0
USSEN/AR PRYOR DIAGNOSED,W1-n2g2e0BA,30,0,0,0,1,1,0,1,1,0
USSEN/AR PRYOR DIAGNOSED,W1-n2g2e0BA,30,0,0,0,1,1,0,1,1,0
USSEN/AR PRYOR DIAGNOSED,W1-n2g2e0BA,30,0,0,1,0,0,0,1,1,0
USSEN/AR PRYOR END,cZDgMvpBmW4,30,0,1,0,1,1,0,0,1,1
USSEN/AR PRYOR END,cZDgMvpBmW4,30,0,1,0,0,1,0,0,1,1
USSEN/AR PRYOR END,cZDgMvpBmW4,30,0,1,0,0,1,0,0,1,1
USSEN/AR PRYOR END,cZDgMvpBmW4,30,0,0,0,1,1,0,0,1,1
USSEN/AR PRYOR END,cZDgMvpBmW4,30,0,0,0,1,1,0,0,1,1
USSEN/AR PRYOR RECORD,7_pDvk-b8nY,30,0,1,0,0,1,1,0,1,1
USSEN/AR PRYOR RECORD,7_pDvk-b8nY,30,0,0,0,1,1,1,0,1,1
USSEN/AR PRYOR RECORD,7_pDvk-b8nY,30,0,1,0,0,1,1,0,1,1
USSEN/AR PRYOR RECORD,7_pDvk-b8nY,30,0,1,0,0,1,1,0,1,1
USSEN/AR PRYOR RECORD,7_pDvk-b8nY,30,0,0,0,1,1,1,0,1,1
USSEN/AR PRYOR RESPONSIBLE,695VXm8knsQ,30,0,0,1,0,0,0,1,1,0
USSEN/AR PRYOR RESPONSIBLE,695VXm8knsQ,30,0,0,1,0,0,0,1,1,0
USSEN/AR PRYOR RESPONSIBLE,695VXm8knsQ,30,0,0,1,0,0,0,1,1,0
USSEN/AR PRYOR RESPONSIBLE,695VXm8knsQ,30,0,1,0,0,1,0,1,1,0
USSEN/AR PRYOR RESPONSIBLE,695VXm8knsQ,30,0,0,1,0,0,0,1,1,0
USSEN/AZ FLAKE OBAMA'S MAN IN ARIZONA,Wau6Z_SKzI8,30,0,1,0,0,1,0,1,0,0
USSEN/AZ FLAKE OBAMA'S MAN IN ARIZONA,Wau6Z_SKzI8,30,0,0,0,1,1,0,1,0,0
USSEN/AZ FLAKE OBAMA'S MAN IN ARIZONA,Wau6Z_SKzI8,30,0,1,0,0,1,0,1,0,0
USSEN/AZ FLAKE OBAMA'S MAN IN ARIZONA,Wau6Z_SKzI8,30,0,1,0,0,1,0,1,0,0
USSEN/AZ FLAKE OBAMA'S MAN IN ARIZONA,Wau6Z_SKzI8,30,0,1,0,0,1,0,1,0,0
USSEN/CO GARDNER BETTER COURSE,BuETJw-tHUw,30,0,0,1,0,0,0,1,0,0
USSEN/CO GARDNER BETTER COURSE,BuETJw-tHUw,30,0,0,1,0,0,0,1,0,0
USSEN/CO GARDNER BETTER COURSE,BuETJw-tHUw,30,0,0,1,0,0,0,1,0,0
USSEN/CO GARDNER BETTER COURSE,BuETJw-tHUw,30,0,0,1,0,0,0,1,0,0
USSEN/CO GARDNER BETTER COURSE,BuETJw-tHUw,30,0,0,1,0,0,0,1,0,0
USSEN/CO GARDNER BIG SHOES,RH81PBdnv1c,30,0,0,1,0,0,0,1,0,0
USSEN/CO GARDNER BIG SHOES,RH81PBdnv1c,30,0,0,1,0,0,0,1,0,0
USSEN/CO GARDNER BIG SHOES,RH81PBdnv1c,30,0,0,1,0,0,0,1,0,0
USSEN/CO GARDNER BIG SHOES,RH81PBdnv1c,30,0,0,1,0,0,0,1,0,0
USSEN/CO GARDNER BIG SHOES,RH81PBdnv1c,30,0,0,0,1,1,0,1,0,0
USSEN/CO GARDNER ROSIE,Pz8WYAGCE2o,30,0,0,1,0,0,0,1,0,0
USSEN/CO GARDNER ROSIE,Pz8WYAGCE2o,30,0,0,1,0,0,0,1,0,0
USSEN/CO GARDNER ROSIE,Pz8WYAGCE2o,30,0,0,1,0,0,0,1,0,0
USSEN/CO GARDNER ROSIE,Pz8WYAGCE2o,30,0,0,1,0,0,0,1,0,0
USSEN/CO GARDNER ROSIE,Pz8WYAGCE2o,30,0,0,1,0,0,0,1,0,0
USSEN/CO UDALL DENIALS,XYWBSdFt9RQ,30,0,0,0,1,1,0,0,1,1
USSEN/CO UDALL DENIALS,XYWBSdFt9RQ,30,0,1,0,0,1,0,0,1,1
USSEN/CO UDALL DENIALS,XYWBSdFt9RQ,30,0,0,0,1,1,0,0,1,1
USSEN/CO UDALL DENIALS,XYWBSdFt9RQ,30,0,1,0,0,1,0,0,1,1
USSEN/CO UDALL DENIALS,XYWBSdFt9RQ,30,0,0,0,1,1,0,0,1,1
USSEN/CO UDALL FLASH FLOODING,5hbUmeOWWkU,30,0,1,1,1,1,1,0,1,1
USSEN/CO UDALL FLASH FLOODING,5hbUmeOWWkU,30,0,0,0,1,1,1,0,1,1
USSEN/CO UDALL FLASH FLOODING,5hbUmeOWWkU,30,0,0,0,1,1,1,0,1,1
USSEN/CO UDALL FLASH FLOODING,5hbUmeOWWkU,30,0,0,0,1,1,1,0,1,1
USSEN/CO UDALL FLASH FLOODING,5hbUmeOWWkU,30,0,1,0,0,1,1,0,1,1
USSEN/CO UDALL IN HERE,NLcfTIrzX2M,30,0,0,0,1,1,0,1,0,0
USSEN/CO UDALL IN HERE,NLcfTIrzX2M,30,0,0,1,0,0,0,1,0,0
USSEN/CO UDALL IN HERE,NLcfTIrzX2M,30,0,0,1,0,0,0,1,0,0
USSEN/CO UDALL IN HERE,NLcfTIrzX2M,30,0,0,1,0,0,0,1,0,0
USSEN/CO UDALL IN HERE,NLcfTIrzX2M,30,0,0,1,0,0,0,1,0,0
USSEN/CO UDALL RESPECT,RtVdT5xPUy0,30,0,1,0,0,1,0,0,1,1
USSEN/CO UDALL RESPECT,RtVdT5xPUy0,30,0,0,0,1,1,0,0,1,1
USSEN/CO UDALL RESPECT,RtVdT5xPUy0,30,0,0,0,1,1,0,0,1,1
USSEN/CO UDALL RESPECT,RtVdT5xPUy0,30,0,1,0,0,1,0,0,1,1
USSEN/CO UDALL RESPECT,RtVdT5xPUy0,30,0,1,0,0,1,0,0,1,1
USSEN/CO UDALL&DSCC CHAMPION,EdPo6Qli_ZY,30,0,0,1,0,0,0,1,1,0
USSEN/CO UDALL&DSCC CHAMPION,EdPo6Qli_ZY,30,0,1,0,0,1,0,1,1,0
USSEN/CO UDALL&DSCC CHAMPION,EdPo6Qli_ZY,30,0,1,1,0,1,0,1,1,0
USSEN/CO UDALL&DSCC CHAMPION,EdPo6Qli_ZY,30,0,1,0,0,1,0,1,1,0
USSEN/CO UDALL&DSCC CHAMPION,EdPo6Qli_ZY,30,0,1,0,0,1,0,1,1,0
USSEN/CO UDALL&DSCC JOB,dOsnxstP25w,30,0,0,0,1,1,0,1,1,0
USSEN/CO UDALL&DSCC JOB,dOsnxstP25w,30,0,0,0,1,1,0,1,1,0
USSEN/CO UDALL&DSCC JOB,dOsnxstP25w,30,0,0,0,1,1,0,1,1,0
USSEN/CO UDALL&DSCC JOB,dOsnxstP25w,30,0,0,1,1,1,0,1,1,0
USSEN/CO UDALL&DSCC JOB,dOsnxstP25w,30,0,0,0,1,1,0,1,1,0
USSEN/CT MCMAHON CONNECTS WITH THE PEOPLE,qKvspCN3ntw,30,0,0,1,0,0,0,0,0,1
USSEN/CT MCMAHON CONNECTS WITH THE PEOPLE,qKvspCN3ntw,30,0,0,1,0,0,0,0,0,1
USSEN/CT MCMAHON CONNECTS WITH THE PEOPLE,qKvspCN3ntw,30,0,0,1,0,0,0,0,0,1
USSEN/CT MCMAHON CONNECTS WITH THE PEOPLE,qKvspCN3ntw,30,0,0,1,0,0,0,0,0,1
USSEN/CT MCMAHON CONNECTS WITH THE PEOPLE,qKvspCN3ntw,30,0,0,1,0,0,0,0,0,1
USSEN/CT MCMAHON JOBLESS RATE REV 2,upefBfpM2hE,30,0,0,1,0,0,0,1,0,1
USSEN/CT MCMAHON JOBLESS RATE REV 2,upefBfpM2hE,30,0,0,1,0,0,0,1,0,1
USSEN/CT MCMAHON JOBLESS RATE REV 2,upefBfpM2hE,30,0,0,1,0,0,0,1,0,1
USSEN/CT MCMAHON JOBLESS RATE REV 2,upefBfpM2hE,30,0,0,1,0,0,0,1,0,1
USSEN/CT MCMAHON JOBLESS RATE REV 2,upefBfpM2hE,30,0,0,1,0,0,0,1,0,1
USSEN/CT MURPHY BLUMENTHAL ENDORSEMENT,In7hpJmaY3k,30,0,0,1,0,0,1,1,0,1
USSEN/CT MURPHY BLUMENTHAL ENDORSEMENT,In7hpJmaY3k,30,0,0,1,0,0,1,1,0,1
USSEN/CT MURPHY BLUMENTHAL ENDORSEMENT,In7hpJmaY3k,30,0,0,1,0,0,1,1,0,1
USSEN/CT MURPHY BLUMENTHAL ENDORSEMENT,In7hpJmaY3k,30,0,0,1,0,0,1,1,0,1
USSEN/CT MURPHY BLUMENTHAL ENDORSEMENT,In7hpJmaY3k,30,0,0,1,0,0,1,1,0,1
USSEN/GA NUNN BIASED,7BNzoQWdNS8,30,0,0,1,0,0,0,1,0,0
USSEN/GA NUNN BIASED,7BNzoQWdNS8,30,0,0,0,1,1,0,1,0,0
USSEN/GA NUNN BIASED,7BNzoQWdNS8,30,0,0,1,0,0,0,1,0,0
USSEN/GA NUNN BIASED,7BNzoQWdNS8,30,0,0,1,0,0,0,1,0,0
USSEN/GA NUNN BIASED,7BNzoQWdNS8,30,0,0,1,0,0,0,1,0,0
USSEN/GA NUNN JACKPOT,pwLOyhdLFTw,30,0,0,1,0,0,0,1,1,0
USSEN/GA NUNN JACKPOT,pwLOyhdLFTw,30,0,0,1,0,0,0,1,1,0
USSEN/GA NUNN JACKPOT,pwLOyhdLFTw,30,0,0,1,0,0,0,1,1,0
USSEN/GA NUNN JACKPOT,pwLOyhdLFTw,30,0,0,1,0,0,0,1,1,0
USSEN/GA NUNN JACKPOT,pwLOyhdLFTw,30,0,0,1,0,0,0,1,1,0
USSEN/GA NUNN&GAFEC MOST OF MY CAREER,5tF0y17qN1U,30,0,1,0,0,1,1,1,0,1
USSEN/GA NUNN&GAFEC MOST OF MY CAREER,5tF0y17qN1U,30,0,1,0,0,1,1,1,0,1
USSEN/GA NUNN&GAFEC MOST OF MY CAREER,5tF0y17qN1U,30,0,1,0,0,1,1,1,0,1
USSEN/GA NUNN&GAFEC MOST OF MY CAREER,5tF0y17qN1U,30,0,1,0,0,1,1,1,0,1
USSEN/GA NUNN&GAFEC MOST OF MY CAREER,5tF0y17qN1U,30,0,0,0,1,1,1,1,0,1
USSEN/GA PERDUE WE NEED A NEW DIRECTION,-9UHRD4QoMg,30,0,0,1,1,1,0,1,0,0
USSEN/GA PERDUE WE NEED A NEW DIRECTION,-9UHRD4QoMg,30,0,0,1,0,0,0,1,0,0
USSEN/GA PERDUE WE NEED A NEW DIRECTION,-9UHRD4QoMg,30,0,0,1,1,1,0,1,0,0
USSEN/GA PERDUE WE NEED A NEW DIRECTION,-9UHRD4QoMg,30,0,1,1,0,1,0,1,0,0
USSEN/GA PERDUE WE NEED A NEW DIRECTION,-9UHRD4QoMg,30,0,1,0,0,1,0,1,0,0
USSEN/HI HIRONO LINGLE SUPPORTING ROMNEY,hIsANI9bxe4,30,0,1,1,0,1,1,1,0,1
USSEN/HI HIRONO LINGLE SUPPORTING ROMNEY,hIsANI9bxe4,30,0,0,0,1,1,1,1,0,1
USSEN/HI HIRONO LINGLE SUPPORTING ROMNEY,hIsANI9bxe4,30,0,0,0,1,1,1,1,0,1
USSEN/HI HIRONO LINGLE SUPPORTING ROMNEY,hIsANI9bxe4,30,0,0,0,1,1,1,1,0,1
USSEN/HI HIRONO LINGLE SUPPORTING ROMNEY,hIsANI9bxe4,30,0,0,0,1,1,1,1,0,1
USSEN/HI HIRONO NEGATIVE CAMPAIGN,XBhV8az6bLo,30,0,0,1,0,0,0,1,0,1
USSEN/HI HIRONO NEGATIVE CAMPAIGN,XBhV8az6bLo,30,0,1,0,1,1,0,1,0,1
USSEN/HI HIRONO NEGATIVE CAMPAIGN,XBhV8az6bLo,30,0,1,1,0,1,0,1,0,1
USSEN/HI HIRONO NEGATIVE CAMPAIGN,XBhV8az6bLo,30,0,0,1,0,0,0,1,0,1
USSEN/HI HIRONO NEGATIVE CAMPAIGN,XBhV8az6bLo,30,1,0,0,0,0,0,1,0,1
USSEN/HI HIRONO NEWSPAPER ENDORSEMENT,7ZIIZA-c-zM,30,0,0,1,0,0,0,1,1,1
USSEN/HI HIRONO NEWSPAPER ENDORSEMENT,7ZIIZA-c-zM,30,0,0,1,0,0,0,1,1,1
USSEN/HI HIRONO NEWSPAPER ENDORSEMENT,7ZIIZA-c-zM,30,0,0,1,0,0,0,1,1,1
USSEN/HI HIRONO NEWSPAPER ENDORSEMENT,7ZIIZA-c-zM,30,0,0,1,0,0,0,1,1,1
USSEN/HI HIRONO NEWSPAPER ENDORSEMENT,7ZIIZA-c-zM,30,0,0,1,0,0,0,1,1,1
USSEN/HI LINGLE DEFENSE CUTS,CqUI0GkjlS4,30,0,1,1,0,1,1,1,1,1
USSEN/HI LINGLE DEFENSE CUTS,CqUI0GkjlS4,30,0,1,0,0,1,1,1,1,1
USSEN/HI LINGLE DEFENSE CUTS,CqUI0GkjlS4,30,0,0,1,1,1,1,1,1,1
USSEN/HI LINGLE DEFENSE CUTS,CqUI0GkjlS4,30,0,0,1,0,0,1,1,1,1
USSEN/HI LINGLE DEFENSE CUTS,CqUI0GkjlS4,30,0,1,0,0,1,1,1,1,1
USSEN/IA BRALEY BRIDGES,pPi6G4kxFbc,30,0,0,1,0,0,0,1,0,0
USSEN/IA BRALEY BRIDGES,pPi6G4kxFbc,30,0,0,1,0,0,0,1,0,0
USSEN/IA BRALEY BRIDGES,pPi6G4kxFbc,30,0,0,1,0,0,0,1,0,0
USSEN/IA BRALEY BRIDGES,pPi6G4kxFbc,30,0,0,1,0,0,0,1,0,0
USSEN/IA BRALEY BRIDGES,pPi6G4kxFbc,30,0,0,1,0,0,0,1,0,0
USSEN/IA BRALEY CLOSER LOOK,xcrlbqGBE_Q,30,0,0,0,1,1,1,0,1,1
USSEN/IA BRALEY CLOSER LOOK,xcrlbqGBE_Q,30,0,1,0,0,1,1,0,1,1
USSEN/IA BRALEY CLOSER LOOK,xcrlbqGBE_Q,30,0,0,0,1,1,1,0,1,1
USSEN/IA BRALEY CLOSER LOOK,xcrlbqGBE_Q,30,0,1,0,0,1,1,0,1,1
USSEN/IA BRALEY CLOSER LOOK,xcrlbqGBE_Q,30,0,1,0,0,1,1,0,1,1
