"creative","uid"
"HOUSE/KS03 YODER GOOD LEADERSHIP","UlZ5l_feDjg"
"HOUSE/KS03 YODER PROUD","kOFqeK3cjxQ"
"HOUSE/KS03 YODER SUPPORT US","ndTcYTEGlv0"
"HOUSE/KS03 YODER TOP PRIORITIES","NoMatch"
"HOUSE/KS04 POMPEO FLATLANDERS 60","NoChannel"
"HOUSE/KY02 LEACH BUDGETS REFLECT OUR VALUES","NoChannel"
"HOUSE/KY03 MACFARLANE 6 YEARS 15","NoChannel"
"HOUSE/KY03 MACFARLANE DEAR JOHN","NoChannel"
"HOUSE/KY03 MACFARLANE DEAR JOHN 15","NoChannel"
"HOUSE/KY03 MACFARLANE SACRED TRUST 15","NoChannel"
"HOUSE/KY03 YARMUTH ECONOMY MOVING AGAIN","NoChannel"
"HOUSE/KY06 BARR CAROL BARR","T5dYE3wIp34"
"HOUSE/KY06 BARR DISTORING FACTS","9xpEMxEVNGw"
"HOUSE/KY06 BARR DISTORTING THE FACTS","D4oeIF7FP08"
"HOUSE/KY06 BARR DONNA BARR","sEt-wPsYXDs"
"HOUSE/KY06 BARR SOME SCARS","sgp0bhFrC9I"
"HOUSE/KY06 BARR TEACHING OUR GIRLS","9BinLiMgHK0"
"HOUSE/KY06 BARR THOMAS RICHARDS","7qlq8881KSA"
"HOUSE/KY06 BARR WASHINGTON IS BROKEN","EMZQMmM7nQ0"
"HOUSE/KY06 JENSEN KENTUCKY MOMS","NoChannel"
"HOUSE/KY06 JENSEN KENTUCKY MOMS REV","NoChannel"
"HOUSE/KY06 JENSEN NO WONDER","NoChannel"
"HOUSE/KY06 JENSEN THEIR PERKS","NoChannel"
"HOUSE/LA01 SCALISE HE'S BEEN CALLED","NoChannel"
"HOUSE/LA01 SCALISE OVER 350 BILLS","NoChannel"
"HOUSE/LA02 RICHMOND LEADER ON THE ISSUES","NoChannel"
"HOUSE/LA03 BOUSTANY TRUST","NoChannel"
"HOUSE/LA05 ABRAHAM BULL","NoMatch"
"HOUSE/LA06 CLAITOR POWERFUL WASHINGTON INSIDERS","NoChannel"
"HOUSE/LA06 CLAITOR PROSECUTED SOUTH AMERICAN DRUG DEALERS","NoChannel"
"HOUSE/LA06 GRAVES RALSTON","ZeoMhqrdiEE"
"HOUSE/LA06 GRAVES SPECIAL PLACE","3jhvRF5fTl0"
"HOUSE/LA06 GRAVES STRONG RECORD","zukhusby_0I"
"HOUSE/LA06 WHITNEY EXPERIENCES SHAPE US","NoChannel"
"HOUSE/LA06 WHITNEY RUNNING FOR CONGRESS","NoChannel"
"HOUSE/MA06 DCCC&MOULTON COMFORTABLE","NoMatch"
"HOUSE/MA06 DCCC&MOULTON OUR VETERANS","NoMatch"
"HOUSE/MA06 DCCC&MOULTON WHO IS THIS SETH MOULTON","mb_3N7RUl9s"
"HOUSE/MA06 MOULTON ASHAMED","qzTo1Fp81gU"
"HOUSE/MA06 MOULTON REAL CHANGE REV","C_ZVsptlMWY"
"HOUSE/MA06 TISEI MOULTON'S CAMPAIGN","g0R8l6Gz1-Q"
"HOUSE/MA06 TISEI WALL STREET DARLING","NoMatch"
"HOUSE/MA09 CHAPMAN WRONG TRACK","mnm2wodSt4Y"
"HOUSE/MA09 KEATING BREAK RANKS","kEf5unIyDBw"
"HOUSE/MD01 TILGHMAN PROBLEM IN WASHINGTON","j5XSwCLK8mA"
"HOUSE/MD06 DELANEY IN MY HOUSE","FXeWi-XrVnI"
"HOUSE/MD06 DELANEY THE MESS IN WASHINGTON","NoMatch"
"HOUSE/ME01 PINGREE SERVICE","aYcFAXBo7TE"
"HOUSE/ME02 CAIN AS A LEADER IN AUGUSTA","NoChannel"
"HOUSE/ME02 CAIN DOING THE RIGHT THING","NoChannel"
"HOUSE/ME02 CAIN ENDORSED","NoChannel"
"HOUSE/ME02 CAIN FALSE ATTACK ADS","NoChannel"
"HOUSE/ME02 CAIN THE ATTACKS","NoChannel"
"HOUSE/ME02 DCCC&CAIN COMES DOWN TO TRUST","NoChannel"
"HOUSE/ME02 POLIQUIN DANGEROUS LIBERAL","NoChannel"
"HOUSE/ME02 POLIQUIN DANGEROUS LIBERAL REV","NoChannel"
"HOUSE/ME02 POLIQUIN HOW EXTEME","NoChannel"
"HOUSE/ME02 POLIQUIN OUR MAINE CANDIDATE REV","NoChannel"
"HOUSE/ME02 POLIQUIN PROTECT SOCIAL SECURITY AND MEDICARE","NoChannel"
"HOUSE/ME02 POLIQUIN UNPREPARED","NoChannel"
"HOUSE/MI03 GOODRICH MAVERICK LIBERTARIAN","TkdOzWMBTF4"
"HOUSE/MI04 MOOLENAAR THEIR OWN MONEY","NoMatch"
"HOUSE/MI06 CLEMENTS MAN ON THE MOON","NoChannel"
"HOUSE/MI06 CLEMENTS WHAT HAPPENED TO FRED UPTON","NoChannel"
"HOUSE/MI06 HEDGE WORKING MIDDLE CLASS","NoChannel"
"HOUSE/MI06 UPTON CARES","rBKlCMnlAWY"
"HOUSE/MI06 UPTON LIES AND MORE LIES","6xCV-i4wP00"
"HOUSE/MI06 UPTON LOTS OF NOISE","8WLRLNgxI0Q"
"HOUSE/MI06 UPTON PAIN AND HARDSHIP","QM8ijgEv8AM"
"HOUSE/MI06 UPTON THIS IS BROOKE","VeA5pTttQwI"
"HOUSE/MI07 BYRNES HEIGHT OF DECEPTION","NoChannel"
"HOUSE/MI07 BYRNES WALBERG MAKES WHAT","NoChannel"
"HOUSE/MI07 BYRNES WALBERG SALARY","NoChannel"
"HOUSE/MI07 BYRNES WORST TYPE OF POLITICIAN","NoChannel"
"HOUSE/MI07 WALBERG BETTER SCHOOLS","GddXqwm-2HQ"
"HOUSE/MI07 WALBERG CREATE JOBS","NoMatch"
"HOUSE/MI07 WALBERG EASY CHOICE","NoMatch"
"HOUSE/MI07 WALBERG INDEPENDENT WATCHDOG GROUPS","NoMatch"
"HOUSE/MI07 WALBERG IS SHE KIDDING","NoMatch"
"HOUSE/MI07 WALBERG WORRIED","NoMatch"
"HOUSE/MI08 BISHOP PROTECTED OUR CHILDREN","WCA1HONUqjA"
"HOUSE/MI08 SCHERTZING FAMILY FARM","NoChannel"
"HOUSE/MI08 SCHERTZING SOCIAL SECURITY SHOULD BE THERE","NoChannel"
"HOUSE/MI11 MCKENZIE BETH AYERS","3iPoxmnbobA"
"HOUSE/MI11 MCKENZIE FORECLOSURE KING","tcJ2wx_9H9s"
"HOUSE/MI11 TROTT AS A DAD","NrVWzxBefWE"
"HOUSE/MI11 TROTT DANGEROUS WORLD","NoMatch"
"HOUSE/MI11 TROTT DOESN'T GET IT","NoMatch"
"HOUSE/MI11 TROTT MY WHOLE LIFE","u5yX2-kRhKA"
"HOUSE/MI11 TROTT STEVE BANCROFT","NoMatch"
"HOUSE/MI14 PRUDEN LOOKING FOR SOMEONE","NoChannel"
"HOUSE/MN02 KLINE COST YOU MONEY","hXgEopHeBdM"
"HOUSE/MN02 KLINE LOVES TO SPEND YOUR MONEY","NoMatch"
"HOUSE/MN02 KLINE NOTHING GETS DONE","-XJUlr-ehuc"
"HOUSE/MN02 OBERMUELLER VOTE THEM OUT","wW-HihLyLmc"
"HOUSE/MN03 PAULSEN CAMPING","NoMatch"
"HOUSE/MN03 PAULSEN HUMAN TRAFFICKING","NoMatch"
"HOUSE/MN06 BACHMANN GREAT NEWS","NoChannel"
"HOUSE/MN07 PETERSON MOST POLITICIANS","hYLIJ-epPd4"
"HOUSE/MN07 PETERSON MY OPPONENTS","9lHwHrtzaUQ"
"HOUSE/MN07 PETERSON STEVE WILLIAMS","ePyBx9JlY5c"
"HOUSE/MN07 PETERSON TIM SWENSON","2Fa9najMzJ4"
"HOUSE/MN07 WESTROM FAMILY FARM","NoChannel"
"HOUSE/MN08 NOLAN IT HAPPENED HERE","NoMatch"
"HOUSE/MN08 NOLAN PATTY YOREK","TE-LcZSaxjk"
"HOUSE/MN08 NOLAN PHIL OLSON","BCFmD7BzTNg"
"HOUSE/MN08 NOLAN SMEAR CAMPAIGN","NoMatch"
"HOUSE/MN08 NOLAN SOME CHOOSE BICKERING AND GRIDLOCK","0p9FhBl5Wg0"
"HOUSE/MN08 NOLAN WASHINGTON CAN'T SEEM TO SEE IT","Ghp2kPVpUIQ"
"HOUSE/MO07 LONG FED UP","NoChannel"
"HOUSE/MO08 SMITH GROWING UP IN A SMALL TOWN","NoChannel"
"HOUSE/MO08 STOCKER GREW UP","NoMatch"
"HOUSE/MO08 STOCKER REALLY FAST","NoMatch"
"HOUSE/MO08 STOCKER REALLY FAST REV","NoMatch"
"HOUSE/MS03 MAGEE DEEP WATER HORIZON OIL SPILL","NoChannel"
"HOUSE/MS03 MAGEE TIME IN OFFICE","NoChannel"
"HOUSE/MT01 LEWIS MONTANA ROOTS","NoChannel"
"HOUSE/MT01 LEWIS MY FAMILY","NoChannel"
"HOUSE/MT01 LEWIS THE JOB","NoChannel"
"HOUSE/MT01 LEWIS THIS IS DONNA JEAN","NoChannel"
"HOUSE/MT01 LEWIS THIS LAND IS YOUR LAND","NoChannel"
"HOUSE/MT01 NRCC&ZINKE THE RIGHT CONSERVATIVE","86LVPQ9dk8g"
"HOUSE/MT01 ZINKE 1988","6D2tDYGsgLw"
"HOUSE/MT01 ZINKE 2004","ldzHdelhH90"
"HOUSE/MT01 ZINKE DAVID KEENE","rVgrKliZ_G8"
"HOUSE/MT01 ZINKE HOLDER OF TWO MASTERS DEGREES","NoMatch"
"HOUSE/MT01 ZINKE NAVY SEAL","h1AijIXPps4"
"HOUSE/NC02 AIKEN GOOD INTENTIONS","fHro0yFNeKo"
"HOUSE/NC06 FJELD CLEAR CHOICE","A5yvmb2_4HU"
"HOUSE/NC06 FJELD DRESS UP IN A WHITE COAT","NoMatch"
"HOUSE/NC06 WALKER ANOTHER NEGATIVE AD","GJU8Jk1QbhA"
"HOUSE/NC06 WALKER DIFFERENT","MItu0LubSw4"
"HOUSE/NC06 WALKER SPENT HIS LIFE","04wfxf7txz8"
"HOUSE/NC13 CLEARY DESERVE 15","NoMatch"
"HOUSE/NC13 CLEARY LISTEN 15","NoMatch"
"HOUSE/NC13 HOLDING FROM THE BEGINNING","-FU48jvvRM0"
"HOUSE/NC13 HOLDING US ATTORNEY","toxJ6K3kFpg"
"HOUSE/ND01 CRAMER COMMON SENSE","xutd8gM_fMw"
"HOUSE/ND01 CRAMER GRAND FORKS HERALD","cuHYyqDhnjU"
"HOUSE/ND01 CRAMER HONORED","NzeNleMeFBg"
"HOUSE/ND01 CRAMER NATIONAL ECONOMY","D9RKfQDoPzQ"
"HOUSE/ND01 CRAMER OUR SENIORS","_xhYnAUArXY"
"HOUSE/ND01 CRAMER OUR VETERANS","TTcKQ3LZtc4"
"HOUSE/ND01 CRAMER WORKED AGAINST","NdypNxxC5lo"
"HOUSE/ND01 SEAMAN REAL CHANGE","NoChannel"
"HOUSE/ND01 SINNER CRAMER VIOLATED THE LAW","ia-GuotN9bY"
"HOUSE/ND01 SINNER LONG WAY FROM WASHINGTON","lxU1RIa5Enc"
"HOUSE/ND01 SINNER MY DAD","0o8YJm70OwM"
"HOUSE/ND01 SINNER TELEGRAM","CXZEJRh5Tuc"
"HOUSE/NE02 ASHFORD LAST ELECTION","NoMatch"
"HOUSE/NE02 ASHFORD MY DAD","X98VUvaknww"
"HOUSE/NE02 ASHFORD RUNNING","RGeZnXJbRNU"
"HOUSE/NE02 ASHFORD TERRY WILL SAY ANYTHING","_YouijHqgf8"
"HOUSE/NE02 ASHFORD TIME","J7guAKxp_DU"
"HOUSE/NE02 ASHFORD TOO MANY IN CONGRESS","PtTlNXDMZRk"
"HOUSE/NE02 DCCC&ASHFORD COMPLETELY DESPERATE","MrXcLMio-yA"
"HOUSE/NE02 NRCC&TERRY PASTOR HARRY WALLER","1iJpiKFCurU"
"HOUSE/NE02 TERRY&NRCC OBAMACARE","dOZwa8DsOGU"
"HOUSE/NE02 TERRY AMERICA'S UNIFORMS","-Av_T4m2uow"
"HOUSE/NE02 TERRY ANDREA","NoMatch"
"HOUSE/NE02 TERRY BAD GUYS","d12z677QSGc"
"HOUSE/NE02 TERRY BRAD ASHFORD SAYS","MkNGnsapQQc"
"HOUSE/NE02 TERRY FIGHTING","4NnGxqDIFnw"
"HOUSE/NE02 TERRY FUNDAMENTALLY TRANSFORMING","Oz7xBhwPbcw"
"HOUSE/NE02 TERRY ONE BULLET","ZIK-o6JaCN0"
"HOUSE/NE02 TERRY TIMOTHY F JOHNSON","n6MqAYQVsEc"
"HOUSE/NE02 TERRY WILLIAM KING JR","kwEZRYMoco4"
"HOUSE/NH01 GUINTA LYING","pZslVFVb4i8"
"HOUSE/NH01 GUINTA WHO SHE STANDS FOR","idonXvt1ULI"
"HOUSE/NH01 NRCC&GUINTA MORGAN AND GINNY","-kOw0aRNzMg"
"HOUSE/NH01 NRCC NANCY PELOSI'S DEMOCRATS","NoChannel"
"HOUSE/NH01 SHEA-PORTER BACK IN THE FIFTIES REV","2ZEjLNrVPGA"
"HOUSE/NH01 SHEA-PORTER MINIMUM WAGE JOBS","a-ugVB391GQ"
"HOUSE/NH01 SHEA-PORTER SNOOPING","NoMatch"
"HOUSE/NH02 DCCC&KUSTER SONIA PRINCE","2ce7jbk5uas"
"HOUSE/NH02 GARCIA CHRISTINE PETERS","NoMatch"
"HOUSE/NH02 GARCIA STATE INCOME TAX","1lXS_K4KNqo"
"HOUSE/NH02 KUSTER ALL ABOUT","NoMatch"
"HOUSE/NH02 KUSTER SANDRA MATHESON","DTRxsy-Q2P8"
"HOUSE/NH02 KUSTER TED CRUZ","CPDd-vbEHGo"
"HOUSE/NH02 KUSTER THE TRUTH","NoMatch"
"HOUSE/NH02 KUSTER WHAT REALLY CONCERNS ME","BcqPIeSK_Yw"
"HOUSE/NJ01 NORCROSS MOST RESPECTED COMMUNITY LEADERS","6DZxSfFX5Tk"
"HOUSE/NJ01 NORCROSS UP AND DOWN THIS RIVER","0K68tklDqDQ"
"HOUSE/NJ01 TOMASZEWSKI VOTE","NoChannel"
"HOUSE/NJ02 LOBIONDO THREATENED","NoMatch"
"HOUSE/NJ03 BELGARD TOM MACARTHUR'S WORLD","8-36_sqi_X0"
"HOUSE/NJ03 MACARTHUR BELGARD LIED 15","eFLLKfIJIkI"
"HOUSE/NJ03 MACARTHUR DISHONEST 15","NoMatch"
"HOUSE/NJ03 MACARTHUR DISHONEST POLITICIAN","eAGz0f85D2w"
"HOUSE/NJ03 MACARTHUR SUCCESS STORY","fxtTaRzDjys"
"HOUSE/NJ03 MACARTHUR THE TRUTH","DzglKaXEkUU"
"HOUSE/NJ05 GARRETT SEND HIM TO WASHINGTON","NoMatch"
"HOUSE/NJ05 GARRETT WHAT'S WITH ROY CHO","NoMatch"
"HOUSE/NM01 FRESE AFFORDABLE CARE ACT","NoChannel"
"HOUSE/NM01 FRESE FREE THE ECONOMY 60","NoChannel"
"HOUSE/NM01 FRESE LOST FAITH","NoChannel"
"HOUSE/NM01 FRESE MOTHER IN LAW 60","NoChannel"
"HOUSE/NM01 GRISHAM THELMA WEST","gY7cag7QD_E"
"HOUSE/NM01 GRISHAM YOU HEAR IT EVERYDAY","Oq96U2SxAy0"
"HOUSE/NM02 LARA DOROTHY PERKOWSKI","NoChannel"
"HOUSE/NM02 LARA FIFTH GENERATION NEW MEXICAN","NoChannel"
"HOUSE/NM02 LARA MY DAD MY MOM","NoChannel"
"HOUSE/NM02 LARA SPENT HER CAREER","NoChannel"
"HOUSE/NM02 PEARCE LARA'S ATTACKS","NoMatch"
"HOUSE/NM02 PEARCE NOT SUPPOSED TO BE THIS WAY","NoMatch"
"HOUSE/NM02 PEARCE OUR NEIGHBOR","NoMatch"
"HOUSE/NM02 PEARCE WANTS OUR VOTE","NoMatch"
"HOUSE/NM02 PEARCE WHO IS ROXANNE LARA","NoMatch"
"HOUSE/NV03 BILBRAY CAROLINE","S1YRsTOygcU"
"HOUSE/NV03 BILBRAY STRUGGLE","dFclOZkO_eY"
"HOUSE/NV03 HECK ARGUING","YXmeGgg9YD0"
"HOUSE/NV03 HECK GETTING THINGS DONE","RV4r_hWhgow"
"HOUSE/NV03 HECK IN TIMES OF CRISIS","VKDat6gESAk"
"HOUSE/NV03 HECK MARIA TACKETT","MGGFBKXAXnw"
"HOUSE/NV03 HECK OUR DAD","TqHePmEoZx0"
"HOUSE/NV04 HARDY ONE CANDIDATE","1st9M6UDKvE"
"HOUSE/NV04 HORSFORD ATTACK ADS","NoMatch"
"HOUSE/NV04 HORSFORD FIGHT FOR THEM","PIF347QZ2K4"
"HOUSE/NY01 BISHOP FBI","AGZ4ciA7Mzw"
"HOUSE/NY01 BISHOP RIGHT WING SMEAR","GymPUCeEy1A"
"HOUSE/NY01 DCCC&BISHOP TOXIC WASTE","NoMatch"
"HOUSE/NY04 RICE 2005 CAMPAIGN AD","1vXc97-Kzy0"
"HOUSE/NY04 RICE PROBLEMS","5hjjfMe0Hro"
"HOUSE/NY04 RICE THE CHOICE IS CLEAR","iQhrFHHQJT8"
"HOUSE/NY11 DCCC&RECCHIA CRUCIAL MEETING","NoChannel"
"HOUSE/NY18 HAYWORTH PHONY BALONEY","vQ-TMwP8OZU"
"HOUSE/NY18 HAYWORTH PHONY BALONEY 15","NoMatch"
"HOUSE/NY18 HAYWORTH WILL","9r1DuHYhDtU"
"HOUSE/NY18 MALONEY AGREE","A6m85ka4pxg"
"HOUSE/NY18 MALONEY MIDDLE CLASS 15","NoMatch"
"HOUSE/NY18 MALONEY MY DAD","KK2vrQBG2yg"
"HOUSE/NY18 MALONEY SHE'S BACK","yU7ru2uY6XQ"
"HOUSE/NY18 MALONEY SHE'S BACK REV","NoMatch"
"HOUSE/NY18 MALONEY TEA PARTY POLITICIAN 15","NoMatch"
"HOUSE/NY19 ELDRIDGE A DIME","C-nU2NqIQSc"
"HOUSE/NY19 ELDRIDGE EVERYDAY","602Pdnpq7lU"
"HOUSE/NY19 ELDRIDGE IN THE NEXT FEW MONTHS","GCZfUXXS5D8"
"HOUSE/NY19 ELDRIDGE NOT LOOKING OUT FOR US","atPXvzXf7OM"
"HOUSE/NY19 ELDRIDGE RESPECT","QVelU7fZPzE"
"HOUSE/NY19 ELDRIDGE RIGHT NOW","YW4Bx4pRM4Y"
"HOUSE/NY19 ELDRIDGE THINK YOU KNOW CHRIS GIBSON","1NdA9rz93b8"
"HOUSE/NY19 ELDRIDGE THINK YOU KNOW CHRIS GIBSON REV","v7tA4ZbtXeU"
"HOUSE/NY19 ELDRIDGE TRUTH","qsMvQEdlGCU"
"HOUSE/NY19 GIBSON CALLED UPSTATE HOME 60","SOaTg2oDYrs"
"HOUSE/NY19 GIBSON KALEIGH AHERN","NoMatch"
"HOUSE/NY19 GIBSON KALEIGH AHERN 60","uQOz6etH42Q"
"HOUSE/NY19 GIBSON LIFE OF SERVICE","ybJtNfJK68U"
"HOUSE/NY19 GIBSON LIVING HERE","-VvpQg9rZ-U"
"HOUSE/NY19 GIBSON PROFITING","C_IpGDWWqgo"
"HOUSE/NY19 GIBSON THINK YOU KNOW SEAN ELDRIDGE 15","KoyHCBPT45A"
"HOUSE/NY19 NRCC&GIBSON ANNE MARIE MINK","i21eJakWkb4"
"HOUSE/NY20 FISCHER PUBLIC SERVICE ANNOUNCEMENT","-V6cBQxk6so"
"HOUSE/NY20 FISCHER PUBLIC SERVICE ANNOUNCEMENT 60","21Nluwyzok4"
"HOUSE/NY20 TONKO MAKE PROGRESS","NoMatch"
"HOUSE/NY21 STEFANIK&NRCC WOOLF'S POSITION ON SOCIAL SECURITY","lsCx8tKnUJQ"
"HOUSE/NY21 STEFANIK GREAT EXPERIENCE","LrAm9oYaDLI"
"HOUSE/NY21 STEFANIK MY GENERATION","KO7Uc3r0JTY"
"HOUSE/NY21 STEFANIK NEW IDEAS","wN2sKqIczHo"
"HOUSE/NY21 STEFANIK PROTECT AND PRESERVE","0OKUJlE6mlI"
"HOUSE/NY21 WOOLF AS FAR AS WE CAN TELL","NoChannel"
"HOUSE/NY21 WOOLF FIGHTING FOR YOUR FAMILY","NoChannel"
"HOUSE/NY21 WOOLF GOOD JOBS IN THE NORTH COUNTRY","NoChannel"
"HOUSE/NY21 WOOLF IT'S TRUE","NoChannel"
"HOUSE/NY21 WOOLF NEW NAME","NoChannel"
"HOUSE/NY21 WOOLF WALKED ACROSS THE AISLE","NoChannel"
"HOUSE/NY23 REED DOUBLE TROUBLE","jO1s3qT6duQ"
"HOUSE/NY23 REED FAR OUT","NoMatch"
"HOUSE/NY23 REED HER WORDS","-pftOu8iTV8"
"HOUSE/NY23 REED HOW DO YOU KNOW","Ebh4QNLBzR4"
"HOUSE/NY23 REED HURTING US","DgOfeOS6rc4"
"HOUSE/NY23 REED LISTENING","YwvXUduyI-k"
"HOUSE/NY23 REED MY BROTHER 60","ppIs9cfgCPI"
"HOUSE/NY23 ROBERTSON COUNTRY FIRST","NoMatch"
"HOUSE/NY23 ROBERTSON FALSE ATTACKS","m6H01FAxVo8"
"HOUSE/NY23 ROBERTSON FALSE NEGATIVE TV ADS","NoMatch"
"HOUSE/NY23 ROBERTSON REED GONE TO BAT FOR EVERYONE","NoMatch"
"HOUSE/NY23 ROBERTSON SMALL HOUSE","6vjPimxjNFs"
"HOUSE/NY23 ROBERTSON THOUSANDS OF OLDER AMERICANS","NoMatch"
"HOUSE/NY24 DCCC&MAFFEI KRISTINA SHERMAN","9xzyGeWsHrE"
"HOUSE/NY24 KATKO APPREONNA SULLIVAN","NoChannel"
"HOUSE/NY24 KATKO BEBETTE YUNIS","NoChannel"
"HOUSE/NY24 KATKO CHANGE WASHINGTON","NoChannel"
"HOUSE/NY24 KATKO OBSESSED","NoChannel"
"HOUSE/NY24 KATKO ROBIN KATKO","NoChannel"
"HOUSE/NY24 MAFFEI ABOUT THESE STREETS","6m3eFC15LFI"
"HOUSE/NY24 MAFFEI ATTACKS SO FALSE","1glirKzkCOA"
"HOUSE/NY24 MAFFEI BILL CLINTON","NoMatch"
"HOUSE/NY24 MAFFEI IT TAKES A LOT","cmQVodQEkmg"
"HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL","cmtwz41oLdg"
"HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL REV","KN9s57K6yM0"
"HOUSE/NY24 MAFFEI LEMONADE STAND","Ok_tJO2OwWU"
"HOUSE/NY24 MAFFEI LIVELY DEBATE ABOUT THE ISSUES","DmcNyO9Yo60"
"HOUSE/NY24 MAFFEI NO TIME","mTYbFpThWbY"
"HOUSE/NY24 MAFFEI PUTTING US FIRST","KYNAYcyH_bg"
"HOUSE/NY24 NRCC&KATKO AWARDED","NoChannel"
"HOUSE/NY25 ASSINI THIS ELECTION","ZRCCxED7xkg"
"HOUSE/NY25 SLAUGHTER TOGETHER","NoMatch"
"HOUSE/OH01 KUNDRATA RETIRED LIEUTENANT COLONEL","eMA_q1TWWaI"
"HOUSE/OH05 LATTA WOULDN'T KNOW IT","daO-xwnoKFM"
"HOUSE/OH06 GARRISON SATISFIED","n1YVoeBL61E"
"HOUSE/OH06 JOHNSON CHILDHOOD HOME","NoMatch"
"HOUSE/OH06 JOHNSON FOR US","NoMatch"
"HOUSE/OH06 JOHNSON GETTING DESPERATE","NoMatch"
"HOUSE/OH06 JOHNSON LEADING THE WAY","NoMatch"
"HOUSE/OH08 BOEHNER BOB 60","NoMatch"
"HOUSE/OH08 BOEHNER CARLENE AND BOB ROBINSON","NoMatch"
"HOUSE/OH08 BOEHNER LEN","NoMatch"
"HOUSE/OH08 BOEHNER SOMETIMES I THINK","NoMatch"
"HOUSE/OH08 BOEHNER THIS PLACE","NoMatch"
"HOUSE/OH08 BOEHNER WHAT I LIKE ABOUT JOHN","NoMatch"
"HOUSE/OH12 TIBERI SON OF ITALIAN IMMIGRANTS","wIb71MMRRyU"
"HOUSE/OH12 TIBERI SON OF ITALIAN IMMIGRANTS 15","NoMatch"
"HOUSE/OH14 JOYCE POWER PLANT","BOT73GIBWro"
"HOUSE/OH14 JOYCE WHO IS MICHAEL WAGER","sqlUWvevsuE"
"HOUSE/OH14 WAGER JUST DAVE","NoChannel"
"HOUSE/OH15 STIVERS THEIR FUTURE","3BiYZNqrDY4"
"HOUSE/OK04 COLE DIFFICULT TIMES","S86ZyEtH5O4"
"HOUSE/OK04 COLE DIFFICULT TIMES 60","NoMatch"
"HOUSE/OK05 DOUGLAS GOES TO WORK","NoChannel"
"HOUSE/OK05 GUILD AMERICAN DREAM","NoChannel"
"HOUSE/OK05 RUSSELL CHANGE WASHINGTON REV","IchEBBc8snI"
"HOUSE/OK05 RUSSELL DEMOCRATS AND REPUBLICANS","NoMatch"
"HOUSE/OK05 RUSSELL FALSELY ATTACKED","NoMatch"
"HOUSE/OK05 RUSSELL FUTURE WORTH PROTECTING","47YBO9ZAqUY"
"HOUSE/OR02 WALDEN LISTENING","NoMatch"
"HOUSE/OR03 BLUMENAUER DRINKING WATER 15","NoMatch"
"HOUSE/OR03 BLUMENAUER REBUILD AMERICA 15","eOvGMXiMSo0"
"HOUSE/OR03 BLUMENAUER WE CAN MOVE FORWARD","HzRjGtubbcA"
"HOUSE/OR03 BLUMENAUER WISHES 15","NoMatch"
"HOUSE/OR05 SCHRADER BARN FULL OF ANIMALS","VnbzKuaTqag"
"HOUSE/PA03 KELLY BRIANNA COMMERFORD","3EnKl5lX1p4"
"HOUSE/PA03 KELLY THIS HOUSE","kgIdvlEXEz4"
"HOUSE/PA03 KELLY WHEN I WAS A BOY","rj5vZO-z8L4"
"HOUSE/PA05 TAYLOR WOMEN'S ISSUES","Ar5PI4DaiHk"
"HOUSE/PA06 COSTELLO CHRISTINE","uS9dfcTEZpw"
"HOUSE/PA06 COSTELLO DROPPED INSURANCE","NoMatch"
"HOUSE/PA06 COSTELLO FAILED POLICIES","NoMatch"
"HOUSE/PA06 TRIVEDI JOINED THE MARINES","WOWgzySePOc"
"HOUSE/PA08 FITZPATRICK OUR VETERANS","NoChannel"
"HOUSE/PA08 FITZPATRICK OUR VETERANS REV","NoChannel"
"HOUSE/PA08 FITZPATRICK SIX AMERICANS","NoChannel"
"HOUSE/PA10 BRION THIS LAND","tBLtDEbP6jA"
"HOUSE/PA10 MARINO AFFORDABLE CARE ACT","oBSyJXLkujw"
"HOUSE/PA10 TROIANO ZOO","NoChannel"
"HOUSE/PA12 ROTHFUS ANSWER IS SIMPLE","VK-zGxUegp4"
"HOUSE/PA12 ROTHFUS CANCER","XSvkony70Kg"
"HOUSE/PA12 ROTHFUS KEITH'S BOSS","AjWdyjgGhOg"
"HOUSE/PA12 ROTHFUS SIX VETERANS","9EkFCgm8fu4"
"HOUSE/PA16 PITTS POLITICAL GAMES","gfJoI-lJmQk"
"HOUSE/PA16 PITTS TIRED OF POLITICS AS USUAL","NoMatch"
"HOUSE/PA17 CARTWRIGHT THIS IS WASHINGTON","wzN1G8SmROc"
"HOUSE/RI01 CICILLINE ANDREA RYDER","PKggSrAld48"
"HOUSE/RI01 CICILLINE FOUGHT FOR THEM","bbtvA8ZWlF0"
"HOUSE/SC01 COLBERTBUSCH&SCDP ALWAYS HEAR","NoChannel"
"HOUSE/SC01 COLBERTBUSCH CHANGE","NoChannel"
"HOUSE/SC01 COLBERTBUSCH CHARACTER","NoChannel"
"HOUSE/SC01 COLBERTBUSCH CUT WASTE","NoChannel"
"HOUSE/SC01 COLBERTBUSCH INDEPENDENT","NoChannel"
"HOUSE/SC01 SANFORD&SCRP DISAGREEMENT","NoChannel"
"HOUSE/SC01 SANFORD THE DIFFERENCE","NoChannel"
"HOUSE/SC01 SANFORD VISION","NoChannel"
"HOUSE/SC01 SANFORD VOICES","NoChannel"
"HOUSE/SC05 MULVANEY MY DAD TOLD ME","mMxGiK9YjOo"
